dataset,rel_id,rel_name,c_r
ICEWS05-15,70,Express intent to cooperate economically,0.091858
ICEWS05-15,71,"Conduct suicide, car, or other non-military bombing",0.086501
ICEWS05-15,72,Demand diplomatic cooperation (such as policy support),0.073818
ICEWS05-15,73,"Demand meeting, negotiation",0.076721
ICEWS05-15,74,Deny responsibility,0.083005
ICEWS05-15,75,"Express intent to change institutions, regime",0.08115
ICEWS05-15,76,Give ultimatum,0.080683
ICEWS05-15,77,Appeal for judicial cooperation,0.081331
ICEWS05-15,78,Rally support on behalf of,0.082244
ICEWS05-15,79,"Obstruct passage, block",0.086045
ICEWS05-15,80,Share intelligence or information,0.079884
ICEWS05-15,81,Expel or deport individuals,0.083481
ICEWS05-15,82,Confiscate property,0.078142
ICEWS05-15,83,Accuse of aggression,0.079141
ICEWS05-15,84,Physically assault,0.083652
ICEWS05-15,85,Retreat or surrender militarily,0.089762
ICEWS05-15,86,Veto,0.082209
ICEWS05-15,87,Kill by physical assault,0.074748
ICEWS05-15,88,Assassinate,0.091373
ICEWS05-15,89,"Appeal for change in institutions, regime",0.084324
ICEWS05-15,90,Forgive,0.077182
ICEWS05-15,91,"Reject proposal to meet, discuss, or negotiate",0.105237
ICEWS05-15,92,Express intent to provide humanitarian aid,0.119246
ICEWS05-15,93,Appeal for release of persons or property,0.090215
ICEWS05-15,94,Acknowledge or claim responsibility,0.069203
ICEWS05-15,95,"Ease economic sanctions, boycott, embargo",0.159515
ICEWS05-15,96,Express intent to cooperate militarily,0.104048
ICEWS05-15,97,Cooperate economically,0.089105
ICEWS05-15,98,Express intent to provide economic aid,0.072003
ICEWS05-15,99,Mobilize or increase police power,0.08594
ICEWS05-15,100,Employ aerial weapons,0.07021
ICEWS05-15,101,Accuse of human rights abuses,0.091019
ICEWS05-15,102,Conduct strike or boycott,0.080471
ICEWS05-15,103,Appeal for policy change,0.079472
ICEWS05-15,104,Demonstrate military or police power,0.088353
ICEWS05-15,105,Provide military aid,0.119302
ICEWS05-15,106,"Reject plan, agreement to settle dispute",0.092522
ICEWS05-15,107,Yield,0.081438
ICEWS05-15,108,Appeal for easing of administrative sanctions,0.08351
ICEWS05-15,109,Mediate,0.081911
ICEWS05-15,110,Apologize,0.109977
ICEWS05-15,111,Express intent to release persons or property,0.146298
ICEWS05-15,112,Express intent to de-escalate military engagement,0.078097
ICEWS05-15,113,Accede to demands for rights,0.132673
ICEWS05-15,114,Demand economic aid,0.087245
ICEWS05-15,115,Impose state of emergency or martial law,0.074767
ICEWS05-15,116,Receive deployment of peacekeepers,0.12073
ICEWS05-15,117,Demand de-escalation of military engagement,0.083948
ICEWS05-15,118,"Declare truce, ceasefire",0.081517
ICEWS05-15,119,Reduce or stop humanitarian assistance,0.112126
ICEWS05-15,120,Appeal to others to settle dispute,0.093323
ICEWS05-15,121,Reject request for military aid,0.074686
ICEWS05-15,122,"Threaten with political dissent, protest",0.069779
ICEWS05-15,123,Appeal to engage in or accept mediation,0.085689
ICEWS05-15,124,"Express intent to ease economic sanctions, boycott, or embargo",0.07171
ICEWS05-15,125,Coerce,0.11817
ICEWS05-15,126,fight with artillery and tanks,0.105085
ICEWS05-15,127,Express intent to cooperate on intelligence,0.093315
ICEWS05-15,128,Express intent to settle dispute,0.074229
ICEWS05-15,129,Express accord,0.078872
ICEWS05-15,130,Decline comment,0.07466
ICEWS05-15,131,Rally opposition against,0.086223
ICEWS05-15,132,Halt negotiations,0.083232
ICEWS05-15,133,Demand that target yields,0.12766
ICEWS05-15,134,Appeal for military aid,0.088007
ICEWS05-15,135,Threaten with military force,0.080527
ICEWS05-15,136,Express intent to provide military protection or peacekeeping,0.0847
ICEWS05-15,137,"Threaten with sanctions, boycott, embargo",0.141255
ICEWS05-15,138,Express intent to provide military aid,0.126658
ICEWS05-15,139,Demand change in leadership,0.11318
ICEWS05-15,140,Appeal for economic aid,0.117129
ICEWS05-15,141,Refuse to de-escalate military engagement,0.095831
ICEWS05-15,142,Refuse to release persons or property,0.090851
ICEWS05-15,143,Increase police alert status,0.104195
ICEWS05-15,144,"Return, release property",0.099207
ICEWS05-15,145,Ease military blockade,0.088147
ICEWS05-15,146,Appeal for material cooperation,0.079965
ICEWS05-15,147,Express intent to cooperate on judicial matters,0.087326
ICEWS05-15,148,Appeal for economic cooperation,0.095553
ICEWS05-15,149,Demand settling of dispute,0.106435
ICEWS05-15,150,"Accuse of crime, corruption",0.070193
ICEWS05-15,151,Defend verbally,0.088246
ICEWS05-15,152,Provide military protection or peacekeeping,0.2068
ICEWS05-15,153,"Accuse of espionage, treason",0.107144
ICEWS05-15,154,Seize or damage property,0.085004
ICEWS05-15,155,Accede to requests or demands for political reform,0.076953
ICEWS05-15,156,"Appeal for easing of economic sanctions, boycott, or embargo",0.114916
ICEWS05-15,157,Threaten to reduce or stop aid,0.098943
ICEWS05-15,158,Engage in judicial cooperation,0.076547
ICEWS05-15,159,Appeal to yield,0.082402
ICEWS05-15,160,Demand military aid,0.0751
ICEWS05-15,161,Refuse to ease administrative sanctions,0.114282
ICEWS05-15,162,Demand release of persons or property,0.101284
ICEWS05-15,163,Accede to demands for change in leadership,0.093464
ICEWS05-15,164,Appeal for humanitarian aid,0.090416
ICEWS05-15,165,Threaten with repression,0.081638
ICEWS05-15,166,"Demand change in institutions, regime",0.094789
ICEWS05-15,167,Demonstrate for policy change,0.125092
ICEWS05-15,168,Appeal for aid,0.124488
ICEWS05-15,169,Appeal for rights,0.138697
ICEWS05-15,170,Engage in violent protest for rights,0.119347
ICEWS05-15,171,Express intent to mediate,0.119723
ICEWS05-15,172,Expel or withdraw peacekeepers,0.123182
ICEWS05-15,173,Appeal for military protection or peacekeeping,0.090935
ICEWS05-15,174,Engage in mass killings,0.124696
ICEWS05-15,175,Accuse of war crimes,0.084519
ICEWS05-15,176,Reject military cooperation,0.082534
ICEWS05-15,177,Threaten to halt negotiations,0.082924
ICEWS05-15,178,Ban political parties or politicians,0.087046
ICEWS05-15,179,Express intent to change leadership,0.098263
ICEWS05-15,180,Demand material cooperation,0.140513
ICEWS05-15,181,Express intent to institute political reform,0.09127
ICEWS05-15,182,Demand easing of administrative sanctions,0.120624
ICEWS05-15,183,Express intent to engage in material cooperation,0.126369
ICEWS05-15,184,Reduce or stop economic assistance,0.110987
ICEWS05-15,185,Express intent to ease administrative sanctions,0.106894
ICEWS05-15,186,Demand intelligence cooperation,0.084134
ICEWS05-15,187,Ease curfew,0.101975
ICEWS05-15,188,Receive inspectors,0.126437
ICEWS05-15,189,Demand rights,0.125283
ICEWS05-15,190,Demand political reform,0.078615
ICEWS05-15,191,Demand judicial cooperation,0.103514
ICEWS05-15,192,Engage in political dissent,0.094178
ICEWS05-15,193,Detonate nuclear weapons,0.091584
ICEWS05-15,194,Violate ceasefire,0.096371
ICEWS05-15,195,Express intent to accept mediation,0.075177
ICEWS05-15,196,"Refuse to ease economic sanctions, boycott, or embargo",0.11183
ICEWS05-15,197,Demand mediation,0.07575
ICEWS05-15,198,Obstruct passage to demand leadership change,0.090933
ICEWS05-15,199,Express intent to yield,0.094578
ICEWS05-15,200,Conduct hunger strike,0.101494
ICEWS05-15,201,Threaten to halt mediation,0.098863
ICEWS05-15,202,Reject judicial cooperation,0.115164
ICEWS05-15,203,Reduce or stop military assistance,0.080348
ICEWS05-15,204,Ease political dissent,0.07962
ICEWS05-15,205,Threaten to reduce or break relations,0.113475
ICEWS05-15,206,Demobilize armed forces,0.074534
ICEWS05-15,207,Use as human shield,0.082513
ICEWS05-15,208,Demand policy change,0.095534
ICEWS05-15,209,"Accede to demands for change in institutions, regime",0.112184
ICEWS05-15,210,Reject economic cooperation,0.079066
ICEWS05-15,211,Reject material cooperation,0.084405
ICEWS05-15,212,Halt mediation,0.094419
ICEWS05-15,213,Accede to demands for change in policy,0.073474
ICEWS05-15,214,Investigate war crimes,0.071067
ICEWS05-15,215,Threaten with administrative sanctions,0.084966
ICEWS05-15,216,Reduce or stop material aid,0.084153
ICEWS05-15,217,Destroy property,0.079387
ICEWS05-15,218,Express intent to change policy,0.087074
ICEWS05-15,219,"Use chemical, biological, or radiological weapons",0.115069
ICEWS05-15,220,Reject request for military protection or peacekeeping,0.078975
ICEWS05-15,221,Demand material aid,0.093795
ICEWS05-15,222,Engage in mass expulsion,0.100166
ICEWS05-15,223,Investigate human rights abuses,0.114188
ICEWS05-15,224,Carry out car bombing,0.13383
ICEWS05-15,225,Expel or withdraw,0.11111
ICEWS05-15,226,Ease state of emergency or martial law,0.093856
ICEWS05-15,227,Carry out roadside bombing,0.074726
ICEWS05-15,228,Appeal for target to allow international involvement (non-mediation),0.073085
ICEWS05-15,229,Reject request for change in leadership,0.078318
ICEWS05-15,230,rel_230,0.07227
ICEWS05-15,231,rel_231,0.0707
ICEWS05-15,232,rel_232,0.09115
ICEWS05-15,233,rel_233,0.080907
ICEWS05-15,234,rel_234,0.086541
ICEWS05-15,235,rel_235,0.106718
ICEWS05-15,236,rel_236,0.086439
ICEWS05-15,237,rel_237,0.086752
ICEWS05-15,238,rel_238,0.088227
ICEWS05-15,239,rel_239,0.080282
ICEWS05-15,240,rel_240,0.092339
ICEWS05-15,241,rel_241,0.091326
ICEWS05-15,242,rel_242,0.085364
ICEWS05-15,243,rel_243,0.104147
ICEWS05-15,244,rel_244,0.096691
ICEWS05-15,245,rel_245,0.106377
ICEWS05-15,246,rel_246,0.067035
ICEWS05-15,247,rel_247,0.095082
ICEWS05-15,248,rel_248,0.102478
ICEWS05-15,249,rel_249,0.091517
ICEWS05-15,250,rel_250,0.098853
WIKI,0,capital_of,0.084562
WIKI,1,located_in_admin_entity,0.083961
WIKI,2,title_chess,0.089036
WIKI,3,ICEWS_actor_code,0.082002
WIKI,4,academic_degree,0.088883
WIKI,5,sister_city,0.079679
WIKI,6,country,0.095841
WIKI,7,head_of_government,0.07589
WIKI,8,spouse,0.162786
WIKI,9,member_of,0.134657
WIKI,10,employer,0.095943
WIKI,11,member_of_political_party,0.105021
WIKI,12,country_of_citizenship,0.081399
WIKI,13,heritage_designation,0.131755
WIKI,14,position_held,0.093942
WIKI,15,instance_of,0.140103
WIKI,16,winner,0.082052
WIKI,17,award_received,0.078734
WIKI,18,contains_admin_division,0.118789
WIKI,19,residence,0.115042
WIKI,20,nominated_for,0.093929
WIKI,21,significant_event,0.106267
WIKI,22,member_of_sports_team,0.09146
WIKI,23,educated_at,0.085021
tkgl-smallpedia,0,rel_0,0.107152
tkgl-smallpedia,1,rel_1,0.15252
tkgl-smallpedia,2,rel_2,0.107768
tkgl-smallpedia,3,rel_3,0.122203
tkgl-smallpedia,4,rel_4,0.086017
tkgl-smallpedia,5,rel_5,0.077192
tkgl-smallpedia,6,rel_6,0.109164
tkgl-smallpedia,7,rel_7,0.166743
tkgl-smallpedia,8,rel_8,0.136209
tkgl-smallpedia,9,rel_9,0.140134
tkgl-smallpedia,10,rel_10,0.134
tkgl-smallpedia,11,rel_11,0.096629
tkgl-smallpedia,12,rel_12,0.092956
tkgl-smallpedia,13,rel_13,0.073558
tkgl-smallpedia,14,rel_14,0.09858
tkgl-smallpedia,15,rel_15,0.136382
tkgl-smallpedia,16,rel_16,0.066846
tkgl-smallpedia,17,rel_17,0.103585
tkgl-smallpedia,18,rel_18,0.115504
tkgl-smallpedia,19,rel_19,0.071262
tkgl-smallpedia,20,rel_20,0.08515
tkgl-smallpedia,21,rel_21,0.097356
tkgl-smallpedia,22,rel_22,0.081507
tkgl-smallpedia,23,rel_23,0.074131
tkgl-smallpedia,24,rel_24,0.060535
tkgl-smallpedia,25,rel_25,0.106203
tkgl-smallpedia,26,rel_26,0.167174
tkgl-smallpedia,27,rel_27,0.120359
tkgl-smallpedia,28,rel_28,0.157076
tkgl-smallpedia,29,rel_29,0.159837
tkgl-smallpedia,30,rel_30,0.075986
tkgl-smallpedia,31,rel_31,0.16574
tkgl-smallpedia,32,rel_32,0.123035
tkgl-smallpedia,33,rel_33,0.0566
tkgl-smallpedia,34,rel_34,0.118455
tkgl-smallpedia,35,rel_35,0.072145
tkgl-smallpedia,36,rel_36,0.107153
tkgl-smallpedia,37,rel_37,0.08803
tkgl-smallpedia,38,rel_38,0.054583
tkgl-smallpedia,39,rel_39,0.078361
tkgl-smallpedia,40,rel_40,0.054816
tkgl-smallpedia,41,rel_41,0.099477
tkgl-smallpedia,42,rel_42,0.130964
tkgl-smallpedia,43,rel_43,0.105026
tkgl-smallpedia,44,rel_44,0.087098
tkgl-smallpedia,45,rel_45,0.059434
tkgl-smallpedia,46,rel_46,0.06689
tkgl-smallpedia,47,rel_47,0.163124
tkgl-smallpedia,48,rel_48,0.077439
tkgl-smallpedia,49,rel_49,0.110502
tkgl-smallpedia,50,rel_50,0.072318
tkgl-smallpedia,51,rel_51,0.072762
tkgl-smallpedia,52,rel_52,0.121364
tkgl-smallpedia,53,rel_53,0.164825
tkgl-smallpedia,54,rel_54,0.131113
tkgl-smallpedia,55,rel_55,0.070809
tkgl-smallpedia,56,rel_56,0.095418
tkgl-smallpedia,57,rel_57,0.071348
tkgl-smallpedia,58,rel_58,0.153392
tkgl-smallpedia,59,rel_59,0.112983
tkgl-smallpedia,60,rel_60,0.060073
tkgl-smallpedia,61,rel_61,0.151509
tkgl-smallpedia,62,rel_62,0.10007
tkgl-smallpedia,63,rel_63,0.116728
tkgl-smallpedia,64,rel_64,0.107004
tkgl-smallpedia,65,rel_65,0.093877
tkgl-smallpedia,66,rel_66,0.119011
tkgl-smallpedia,67,rel_67,0.119809
tkgl-smallpedia,68,rel_68,0.072356
tkgl-smallpedia,69,rel_69,0.097107
tkgl-smallpedia,70,rel_70,0.085878
tkgl-smallpedia,71,rel_71,0.073066
tkgl-smallpedia,72,rel_72,0.068725
tkgl-smallpedia,73,rel_73,0.148963
tkgl-smallpedia,74,rel_74,0.111552
tkgl-smallpedia,75,rel_75,0.077753
tkgl-smallpedia,76,rel_76,0.151267
tkgl-smallpedia,77,rel_77,0.060924
tkgl-smallpedia,78,rel_78,0.081653
tkgl-smallpedia,79,rel_79,0.084838
tkgl-smallpedia,80,rel_80,0.117261
tkgl-smallpedia,81,rel_81,0.083729
tkgl-smallpedia,82,rel_82,0.081238
tkgl-smallpedia,83,rel_83,0.092305
tkgl-smallpedia,84,rel_84,0.075365
tkgl-smallpedia,85,rel_85,0.099686
tkgl-smallpedia,86,rel_86,0.107141
tkgl-smallpedia,87,rel_87,0.1117
tkgl-smallpedia,88,rel_88,0.067239
tkgl-smallpedia,89,rel_89,0.105851
tkgl-smallpedia,90,rel_90,0.072066
tkgl-smallpedia,91,rel_91,0.105469
tkgl-smallpedia,92,rel_92,0.157998
tkgl-smallpedia,93,rel_93,0.139654
tkgl-smallpedia,94,rel_94,0.069965
tkgl-smallpedia,95,rel_95,0.055822
tkgl-smallpedia,96,rel_96,0.079197
tkgl-smallpedia,97,rel_97,0.074089
tkgl-smallpedia,98,rel_98,0.057757
tkgl-smallpedia,99,rel_99,0.055702
tkgl-smallpedia,100,rel_100,0.173795
tkgl-smallpedia,101,rel_101,0.082993
tkgl-smallpedia,102,rel_102,0.126766
tkgl-smallpedia,103,rel_103,0.160158
tkgl-smallpedia,104,rel_104,0.096617
tkgl-smallpedia,105,rel_105,0.086219
tkgl-smallpedia,106,rel_106,0.166985
tkgl-smallpedia,107,rel_107,0.125948
tkgl-smallpedia,108,rel_108,0.06999
tkgl-smallpedia,109,rel_109,0.059274
tkgl-smallpedia,110,rel_110,0.065569
tkgl-smallpedia,111,rel_111,0.103597
tkgl-smallpedia,112,rel_112,0.075662
tkgl-smallpedia,113,rel_113,0.075637
tkgl-smallpedia,114,rel_114,0.093829
tkgl-smallpedia,115,rel_115,0.083038
tkgl-smallpedia,116,rel_116,0.076665
tkgl-smallpedia,117,rel_117,0.079821
tkgl-smallpedia,118,rel_118,0.069313
tkgl-smallpedia,119,rel_119,0.168004
tkgl-smallpedia,120,rel_120,0.166026
tkgl-smallpedia,121,rel_121,0.140482
tkgl-smallpedia,122,rel_122,0.083677
tkgl-smallpedia,123,rel_123,0.085542
tkgl-smallpedia,124,rel_124,0.06941
tkgl-smallpedia,125,rel_125,0.085762
tkgl-smallpedia,126,rel_126,0.138819
tkgl-smallpedia,127,rel_127,0.162994
tkgl-smallpedia,128,rel_128,0.07583
tkgl-smallpedia,129,rel_129,0.060585
tkgl-smallpedia,130,rel_130,0.125553
tkgl-smallpedia,131,rel_131,0.097269
tkgl-smallpedia,132,rel_132,0.093753
tkgl-smallpedia,133,rel_133,0.125704
tkgl-smallpedia,134,rel_134,0.074958
tkgl-smallpedia,135,rel_135,0.075225
tkgl-smallpedia,136,rel_136,0.085642
tkgl-smallpedia,137,rel_137,0.060744
tkgl-smallpedia,138,rel_138,0.08625
tkgl-smallpedia,139,rel_139,0.164436
tkgl-smallpedia,140,rel_140,0.085383
tkgl-smallpedia,141,rel_141,0.084472
tkgl-smallpedia,142,rel_142,0.17552
tkgl-smallpedia,143,rel_143,0.070395
tkgl-smallpedia,144,rel_144,0.166391
tkgl-smallpedia,145,rel_145,0.170976
tkgl-smallpedia,146,rel_146,0.070296
tkgl-smallpedia,147,rel_147,0.168094
tkgl-smallpedia,148,rel_148,0.160833
tkgl-smallpedia,149,rel_149,0.060751
tkgl-smallpedia,150,rel_150,0.072691
tkgl-smallpedia,151,rel_151,0.061085
tkgl-smallpedia,152,rel_152,0.173209
tkgl-smallpedia,153,rel_153,0.124501
tkgl-smallpedia,154,rel_154,0.165473
tkgl-smallpedia,155,rel_155,0.108912
tkgl-smallpedia,156,rel_156,0.07479
tkgl-smallpedia,157,rel_157,0.072645
tkgl-smallpedia,158,rel_158,0.161563
tkgl-smallpedia,159,rel_159,0.185737
tkgl-smallpedia,160,rel_160,0.173832
tkgl-smallpedia,161,rel_161,0.079781
tkgl-smallpedia,162,rel_162,0.087554
tkgl-smallpedia,163,rel_163,0.085467
tkgl-smallpedia,164,rel_164,0.083595
tkgl-smallpedia,165,rel_165,0.095352
tkgl-smallpedia,166,rel_166,0.158811
tkgl-smallpedia,167,rel_167,0.070355
tkgl-smallpedia,168,rel_168,0.069033
tkgl-smallpedia,169,rel_169,0.17523
tkgl-smallpedia,170,rel_170,0.166987
tkgl-smallpedia,171,rel_171,0.034095
tkgl-smallpedia,172,rel_172,0.034095
tkgl-smallpedia,173,rel_173,0.034095
tkgl-smallpedia,174,rel_174,0.034095
tkgl-smallpedia,175,rel_175,0.034095
tkgl-smallpedia,176,rel_176,0.034095
tkgl-smallpedia,177,rel_177,0.034095
tkgl-smallpedia,178,rel_178,0.034095
tkgl-smallpedia,179,rel_179,0.082678
tkgl-smallpedia,180,rel_180,0.034095
tkgl-smallpedia,181,rel_181,0.034095
tkgl-smallpedia,182,rel_182,0.034095
tkgl-smallpedia,183,rel_183,0.034095
tkgl-smallpedia,184,rel_184,0.034095
tkgl-smallpedia,185,rel_185,0.034095
tkgl-smallpedia,186,rel_186,0.034095
tkgl-smallpedia,187,rel_187,0.034095
tkgl-smallpedia,188,rel_188,0.034095
tkgl-smallpedia,189,rel_189,0.034095
tkgl-smallpedia,190,rel_190,0.083658
tkgl-smallpedia,191,rel_191,0.034095
tkgl-smallpedia,192,rel_192,0.034095
tkgl-smallpedia,193,rel_193,0.034095
tkgl-smallpedia,194,rel_194,0.034095
tkgl-smallpedia,195,rel_195,0.034095
tkgl-smallpedia,196,rel_196,0.034095
tkgl-smallpedia,197,rel_197,0.034095
tkgl-smallpedia,198,rel_198,0.034095
tkgl-smallpedia,199,rel_199,0.034095
tkgl-smallpedia,200,rel_200,0.034095
tkgl-smallpedia,201,rel_201,0.074911
tkgl-smallpedia,202,rel_202,0.034095
tkgl-smallpedia,203,rel_203,0.034095
tkgl-smallpedia,204,rel_204,0.034095
tkgl-smallpedia,205,rel_205,0.172506
tkgl-smallpedia,206,rel_206,0.087737
tkgl-smallpedia,207,rel_207,0.092676
tkgl-smallpedia,208,rel_208,0.108923
tkgl-smallpedia,209,rel_209,0.130676
tkgl-smallpedia,210,rel_210,0.099955
tkgl-smallpedia,211,rel_211,0.085963
tkgl-smallpedia,212,rel_212,0.068367
tkgl-smallpedia,213,rel_213,0.142223
tkgl-smallpedia,214,rel_214,0.143893
tkgl-smallpedia,215,rel_215,0.106683
tkgl-smallpedia,216,rel_216,0.124236
tkgl-smallpedia,217,rel_217,0.11854
tkgl-smallpedia,218,rel_218,0.070758
tkgl-smallpedia,219,rel_219,0.075368
tkgl-smallpedia,220,rel_220,0.063382
tkgl-smallpedia,221,rel_221,0.070281
tkgl-smallpedia,222,rel_222,0.089337
tkgl-smallpedia,223,rel_223,0.153712
tkgl-smallpedia,224,rel_224,0.081134
tkgl-smallpedia,225,rel_225,0.083498
tkgl-smallpedia,226,rel_226,0.074617
tkgl-smallpedia,227,rel_227,0.093202
tkgl-smallpedia,228,rel_228,0.080083
tkgl-smallpedia,229,rel_229,0.096598
tkgl-smallpedia,230,rel_230,0.067721
tkgl-smallpedia,231,rel_231,0.074657
tkgl-smallpedia,232,rel_232,0.068481
tkgl-smallpedia,233,rel_233,0.115872
tkgl-smallpedia,234,rel_234,0.076349
tkgl-smallpedia,235,rel_235,0.054449
tkgl-smallpedia,236,rel_236,0.07097
tkgl-smallpedia,237,rel_237,0.076918
tkgl-smallpedia,238,rel_238,0.079367
tkgl-smallpedia,239,rel_239,0.083976
tkgl-smallpedia,240,rel_240,0.05378
tkgl-smallpedia,241,rel_241,0.087804
tkgl-smallpedia,242,rel_242,0.077888
tkgl-smallpedia,243,rel_243,0.080131
tkgl-smallpedia,244,rel_244,0.074084
tkgl-smallpedia,245,rel_245,0.087847
tkgl-smallpedia,246,rel_246,0.07324
tkgl-smallpedia,247,rel_247,0.104344
tkgl-smallpedia,248,rel_248,0.057959
tkgl-smallpedia,249,rel_249,0.094285
tkgl-smallpedia,250,rel_250,0.078957
tkgl-smallpedia,251,rel_251,0.079812
tkgl-smallpedia,252,rel_252,0.072798
tkgl-smallpedia,253,rel_253,0.11737
tkgl-smallpedia,254,rel_254,0.077542
tkgl-smallpedia,255,rel_255,0.074417
tkgl-smallpedia,256,rel_256,0.102151
tkgl-smallpedia,257,rel_257,0.063137
tkgl-smallpedia,258,rel_258,0.072425
tkgl-smallpedia,259,rel_259,0.109199
tkgl-smallpedia,260,rel_260,0.107664
tkgl-smallpedia,261,rel_261,0.072712
tkgl-smallpedia,262,rel_262,0.07219
tkgl-smallpedia,263,rel_263,0.08505
tkgl-smallpedia,264,rel_264,0.079735
tkgl-smallpedia,265,rel_265,0.074646
tkgl-smallpedia,266,rel_266,0.06707
tkgl-smallpedia,267,rel_267,0.096302
tkgl-smallpedia,268,rel_268,0.076541
tkgl-smallpedia,269,rel_269,0.07103
tkgl-smallpedia,270,rel_270,0.071055
tkgl-smallpedia,271,rel_271,0.095813
tkgl-smallpedia,272,rel_272,0.088556
tkgl-smallpedia,273,rel_273,0.084383
tkgl-smallpedia,274,rel_274,0.058553
tkgl-smallpedia,275,rel_275,0.081006
tkgl-smallpedia,276,rel_276,0.080454
tkgl-smallpedia,277,rel_277,0.07613
tkgl-smallpedia,278,rel_278,0.083354
tkgl-smallpedia,279,rel_279,0.093565
tkgl-smallpedia,280,rel_280,0.087101
tkgl-smallpedia,281,rel_281,0.060919
tkgl-smallpedia,282,rel_282,0.13016
tkgl-smallpedia,283,rel_283,0.070265
tkgl-smallpedia,284,rel_284,0.110738
tkgl-smallpedia,285,rel_285,0.068027
tkgl-smallpedia,286,rel_286,0.073793
tkgl-smallpedia,287,rel_287,0.096968
tkgl-smallpedia,288,rel_288,0.096207
tkgl-smallpedia,289,rel_289,0.072054
tkgl-smallpedia,290,rel_290,0.071839
tkgl-smallpedia,291,rel_291,0.054318
tkgl-smallpedia,292,rel_292,0.078384
tkgl-smallpedia,293,rel_293,0.091664
tkgl-smallpedia,294,rel_294,0.056001
tkgl-smallpedia,295,rel_295,0.099268
tkgl-smallpedia,296,rel_296,0.102702
tkgl-smallpedia,297,rel_297,0.096373
tkgl-smallpedia,298,rel_298,0.094191
tkgl-smallpedia,299,rel_299,0.127908
tkgl-smallpedia,300,rel_300,0.1598
tkgl-smallpedia,301,rel_301,0.085053
tkgl-smallpedia,302,rel_302,0.139806
tkgl-smallpedia,303,rel_303,0.113324
tkgl-smallpedia,304,rel_304,0.137109
tkgl-smallpedia,305,rel_305,0.107752
tkgl-smallpedia,306,rel_306,0.146673
tkgl-smallpedia,307,rel_307,0.210602
tkgl-smallpedia,308,rel_308,0.138114
tkgl-smallpedia,309,rel_309,0.099549
tkgl-smallpedia,310,rel_310,0.100406
tkgl-smallpedia,311,rel_311,0.131064
tkgl-smallpedia,312,rel_312,0.060155
tkgl-smallpedia,313,rel_313,0.065118
tkgl-smallpedia,314,rel_314,0.16233
tkgl-smallpedia,315,rel_315,0.108882
tkgl-smallpedia,316,rel_316,0.090812
tkgl-smallpedia,317,rel_317,0.089291
tkgl-smallpedia,318,rel_318,0.08823
tkgl-smallpedia,319,rel_319,0.123423
tkgl-smallpedia,320,rel_320,0.135997
tkgl-smallpedia,321,rel_321,0.140313
tkgl-smallpedia,322,rel_322,0.117103
tkgl-smallpedia,323,rel_323,0.082312
tkgl-smallpedia,324,rel_324,0.126891
tkgl-smallpedia,325,rel_325,0.157003
tkgl-smallpedia,326,rel_326,0.092035
tkgl-smallpedia,327,rel_327,0.095927
tkgl-smallpedia,328,rel_328,0.146478
tkgl-smallpedia,329,rel_329,0.148003
tkgl-smallpedia,330,rel_330,0.102022
tkgl-smallpedia,331,rel_331,0.140131
tkgl-smallpedia,332,rel_332,0.093586
tkgl-smallpedia,333,rel_333,0.076393
tkgl-smallpedia,334,rel_334,0.09822
tkgl-smallpedia,335,rel_335,0.065891
tkgl-smallpedia,336,rel_336,0.112599
tkgl-smallpedia,337,rel_337,0.118831
tkgl-smallpedia,338,rel_338,0.069441
tkgl-smallpedia,339,rel_339,0.097783
tkgl-smallpedia,340,rel_340,0.144467
tkgl-smallpedia,341,rel_341,0.155891
tkgl-smallpedia,342,rel_342,0.130072
tkgl-smallpedia,343,rel_343,0.086059
tkgl-smallpedia,344,rel_344,0.068981
tkgl-smallpedia,345,rel_345,0.164821
tkgl-smallpedia,346,rel_346,0.079276
tkgl-smallpedia,347,rel_347,0.129226
tkgl-smallpedia,348,rel_348,0.075264
tkgl-smallpedia,349,rel_349,0.125564
tkgl-smallpedia,350,rel_350,0.147937
tkgl-smallpedia,351,rel_351,0.069936
tkgl-smallpedia,352,rel_352,0.070431
tkgl-smallpedia,353,rel_353,0.084541
tkgl-smallpedia,354,rel_354,0.065943
tkgl-smallpedia,355,rel_355,0.095279
tkgl-smallpedia,356,rel_356,0.099286
tkgl-smallpedia,357,rel_357,0.073944
tkgl-smallpedia,358,rel_358,0.088091
tkgl-smallpedia,359,rel_359,0.090062
tkgl-smallpedia,360,rel_360,0.07936
tkgl-smallpedia,361,rel_361,0.119232
tkgl-smallpedia,362,rel_362,0.094166
tkgl-smallpedia,363,rel_363,0.095673
tkgl-smallpedia,364,rel_364,0.094484
tkgl-smallpedia,365,rel_365,0.084277
tkgl-smallpedia,366,rel_366,0.11886
tkgl-smallpedia,367,rel_367,0.161573
tkgl-smallpedia,368,rel_368,0.098076
tkgl-smallpedia,369,rel_369,0.149532
tkgl-smallpedia,370,rel_370,0.081141
tkgl-smallpedia,371,rel_371,0.086393
tkgl-smallpedia,372,rel_372,0.113692
tkgl-smallpedia,373,rel_373,0.141857
tkgl-smallpedia,374,rel_374,0.058816
tkgl-smallpedia,375,rel_375,0.134671
tkgl-smallpedia,376,rel_376,0.125071
tkgl-smallpedia,377,rel_377,0.109579
tkgl-smallpedia,378,rel_378,0.102868
tkgl-smallpedia,379,rel_379,0.09417
